排名,CPU名称,性能分数,百分比,ID
5025,AMD GX-412TC SOC,657,0.40387275242047%,4931
5026,Intel Core2 Duo E4400 @ 2.00GHz,656,0.40325802981405%,1832
5027,AMD Turion X2 Ultra Dual-Core Mobile ZM-82,654,0.4020285846012%,936
5028,Broadcom STB (Flattened Device Tree),651,0.40018441678193%,5189
5029,AMD Opteron 250,649,0.39895497156908%,565
5030,AMD Turion Dual-Core RM-72,649,0.39895497156908%,907
5031,Intel Celeron E1500 @ 2.20GHz,649,0.39895497156908%,1146
5032,AMD Opteron 170,648,0.39834024896266%,537
5033,ARM Cortex-A53 8 Core 1512 MHz,648,0.39834024896266%,5016
5034,AMD Athlon 64 X2 Dual Core 4000+,647,0.39772552635623%,204
5035,AMD Athlon 64 FX-53,646,0.39711080374981%,191
5036,M7221,646,0.39711080374981%,4381
5037,VIA Nano L3600@2000MHz,645,0.39649608114338%,2775
5038,AMD Turion X2 Dual-Core Mobile RM-72,644,0.39588135853696%,931
5039,Intel Celeron 877 @ 1.40GHz,643,0.39526663593054%,1124
5040,Intel Core 330 @ 1.60GHz,643,0.39526663593054%,1252
5041,Rockchip RK3568 EVB2 LP4X V10 Board,643,0.39526663593054%,5137
5042,Intel Core2 Duo T5800 @ 2.00GHz,642,0.39465191332411%,1904
5043,Intel Pentium 987 @ 1.50GHz,642,0.39465191332411%,2033
5044,AMD Athlon 64 X2 QL-66,641,0.39403719071769%,230
5045,Intel Core2 Duo L9300 @ 1.60GHz,641,0.39403719071769%,1871
5046,AMD A4-3320M APU,640,0.39342246811126%,51
5047,MT6750V/W,640,0.39342246811126%,4295
5048,ARM Cortex-A53 4 Core 1908 MHz,638,0.39219302289842%,4845
5049,AMD Sempron LE-1620,635,0.39034885507915%,871
5050,AMD Turion X2 Dual-Core Mobile RM-77,635,0.39034885507915%,934
5051,Intel Core2 Duo T5300 @ 1.73GHz,635,0.39034885507915%,1896
5052,Intel Pentium 2129Y @ 1.10GHz,635,0.39034885507915%,1977
5053,Mediatek MT9676,635,0.39034885507915%,6472
5054,Intel Core2 Duo T5600 @ 1.83GHz,634,0.38973413247272%,1901
5055,Intel Pentium E2160 @ 1.80GHz,633,0.3891194098663%,2049
5056,Qualcomm MSM8974PRO-AB,633,0.3891194098663%,4123
5057,AMD Opteron 246,632,0.38850468725987%,563
5058,MT6797D,631,0.38788996465345%,4430
5059,Intel Pentium Dual T2310 @ 1.46GHz,628,0.38604579683418%,5685
5060,AMD Turion 64 X2 Mobile TL-66,627,0.38543107422775%,904
5061,Intel Pentium 967 @ 1.30GHz,626,0.38481635162133%,2031
5062,Intel Atom C2358 @ 1.74GHz,625,0.38420162901491%,975
5063,ARM Cortex-A72 2 Core 0 MHz,625,0.38420162901491%,4188
5064,AMD Turion X2 Dual-Core Mobile RM-70,624,0.38358690640848%,930
5065,AMD Athlon 64 X2 Dual Core 3800+,623,0.38297218380206%,203
5066,AMD Turion 64 X2 Mobile TL-60,623,0.38297218380206%,901
5067,AMD Turion X2 Dual-Core Mobile RM-74,623,0.38297218380206%,932
5068,AMD Athlon 64 X2 QL-64,622,0.38235746119564%,228
5069,Intel Pentium 957 @ 1.20GHz,622,0.38235746119564%,2030
5070,Samsung EXYNOS5420,622,0.38235746119564%,3998
5071,Intel Atom Z3745 @ 1.33GHz,621,0.38174273858921%,1036
5072,Intel Pentium T3200 @ 2.00GHz,621,0.38174273858921%,2192
5073,AMD Athlon 64 X2 Dual-Core TK-57,620,0.38112801598279%,225
5074,Intel Core2 T7600 @ 2.33GHz,620,0.38112801598279%,5110
5075,AMD GX-212JC SOC ,619,0.38051329337636%,503
5076,Qualcomm MSM8974,619,0.38051329337636%,3923
5077,MT6795MM,618,0.37989857076994%,4320
5078,Intel Core2 Duo T7100 @ 1.80GHz,616,0.37866912555709%,1913
5079,Intel Atom Z3740D @ 1.33GHz,614,0.37743968034424%,1035
5080,Intel Pentium T3400 @ 2.16GHz,613,0.37682495773782%,2193
5081,Intel Pentium U5600 @ 1.33GHz,611,0.37559551252497%,2199
5082,AMD Athlon II Dual-Core M300,610,0.37498078991855%,251
5083,Intel U4100 @ 1.30GHz,610,0.37498078991855%,5556
5084,AMD Athlon 64 X2 QL-65,609,0.37436606731213%,229
5085,Qualcomm MSM8974PRO-AC,608,0.3737513447057%,3925
5086,ARM Cortex-A72 4 Core 1000 MHz,608,0.3737513447057%,5569
5087,AMD Athlon 64 X2 TK-57,607,0.37313662209928%,233
5088,Intel Core2 Duo L7700 @ 1.80GHz,607,0.37313662209928%,1869
5089,AMD Athlon II X2 250u,604,0.37129245428001%,276
5090,Intel Celeron N3000 @ 1.04GHz,604,0.37129245428001%,1232
5091,AMD Turion X2 Dual Core L510,603,0.37067773167358%,927
5092,MT8735T,602,0.37006300906716%,4490
5093,AMD Athlon 64 3600+,601,0.36944828646073%,184
5094,AMD E1 Micro-6200T APU,600,0.36883356385431%,420
5095,Intel Xeon 5110 @ 1.60GHz,600,0.36883356385431%,2224
5096,AMD TurionX2 Ultra DualCore Mobile ZM-87,599,0.36821884124789%,4586
5097,Allwinner H618,599,0.36821884124789%,5349
5098,Samsung GrandPrimePlus LTE LTN DTV rev04 board bas,599,0.36821884124789%,5390
5099,MediaTek MT6761V/WBB,598,0.36760411864146%,3874
5100,AMD Athlon 64 X2 Dual Core 3600+,596,0.36637467342862%,202
5101,Intel Atom S1260 @ 2.00GHz,596,0.36637467342862%,1017
5102,Intel Core2 Duo T5550 @ 1.83GHz,596,0.36637467342862%,1900
5103,Intel Celeron J1750 @ 2.41GHz,595,0.36575995082219%,1187
5104,rk3566,595,0.36575995082219%,5331
5105,AMD Athlon 64 X2 Dual Core BE-2300,594,0.36514522821577%,217
5106,AMD Opteron 1212,593,0.36453050560934%,514
5107,ARM Cortex-A53 4 Core 2040 MHz,593,0.36453050560934%,6036
5108,AMD Athlon X2 Dual Core BE-2350,591,0.3633010603965%,353
5109,AMD E1-2500 APU,590,0.36268633779007%,425
5110,AMD Turion II Neo N40L Dual-Core,589,0.36207161518365%,917
5111,Intel Core2 Duo Q6867 @ 3.00GHz,589,0.36207161518365%,1889
5112,AMD Turion Dual-Core RM-74,588,0.36145689257722%,908
5113,Qualcomm MSM8974PRO-AA,587,0.3608421699708%,3924
5114,Intel Core2 Duo E6300 @ 1.86GHz,586,0.36022744736438%,1836
5115,Intel Atom Z3745D @ 1.33GHz,585,0.35961272475795%,1037
5116,Intel Celeron D 430 @ 1.80GHz,585,0.35961272475795%,1143
5117,Intel Celeron N3050 @ 1.60GHz,585,0.35961272475795%,1234
5118,Intel Atom C2338 @ 1.74GHz,584,0.35899800215153%,974
5119,Intel Celeron 847E @ 1.10GHz,584,0.35899800215153%,1121
5120,Intel Celeron B730 @ 1.80GHz,584,0.35899800215153%,5251
5121,AMD Turion X2 Ultra Dual-Core Mobile ZM-80,583,0.35838327954511%,935
5122,AMD Athlon 64 X2 QL-67,582,0.35776855693868%,231
5123,AMD E1-7010 APU,582,0.35776855693868%,428
5124,Celeron Dual-Core T3000 @ 1.80GHz,582,0.35776855693868%,963
5125,Intel Core2 Duo U9600 @ 1.60GHz,582,0.35776855693868%,1936
5126,Intel Xeon MV 3.20GHz,582,0.35776855693868%,2580
5127,MT6739,582,0.35776855693868%,6522
5128,VIA Nano L3050@1800MHz,581,0.35715383433226%,2774
5129,MT8766A,581,0.35715383433226%,4157
5130,Intel Celeron N2840 @ 2.16GHz,579,0.35592438911941%,1227
5131,Pentium Dual-Core T4200 @ 2.00GHz,578,0.35530966651299%,4682
5132,AMD Athlon 64 X2 Dual-Core TK-42,577,0.35469494390656%,222
5133,Intel Celeron 1019Y @ 1.00GHz,576,0.35408022130014%,1057
5134,AMD Athlon 64 2200+,575,0.35346549869371%,176
5135,Intel Celeron J1800 @ 2.41GHz,575,0.35346549869371%,1188
5136,Intel Core2 Duo L7500 @ 1.60GHz,575,0.35346549869371%,1868
5137,MT6761V/CAB,575,0.35346549869371%,4193
5138,Rockchip (Device Tree),574,0.35285077608729%,3981
5139,AMD Athlon 64 X2 Dual Core BE-2350,573,0.35223605348087%,218
5140,Mobile AMD Athlon XP,572,0.35162133087444%,2677
5141,Qualcomm MSM8917,572,0.35162133087444%,4015
5142,AMD E2-7015,572,0.35162133087444%,4941
5143,Intel Core2 Duo E4300 @ 1.80GHz,571,0.35100660826802%,1831
5144,ARM Cortex-A53 4 Core 1968 MHz,571,0.35100660826802%,6366
5145,AMD Athlon X2 Dual Core BE-2300,570,0.3503918856616%,352
5146,AMD Athlon XP 3400+,570,0.3503918856616%,399
5147,AMD E1-6015 APU,570,0.3503918856616%,427
5148,Intel Celeron 857 @ 1.20GHz,569,0.34977716305517%,1122
5149,Intel Pentium T2410 @ 2.00GHz,569,0.34977716305517%,2191
5150,MediaTek MT6737T,568,0.34916244044875%,4022
5151,AMD Athlon 64 X2 3800+,566,0.3479329952359%,199
5152,Qualcomm MSM 8974 HAMMERHEAD (Flattened Device Tre,566,0.3479329952359%,3921
5153,AMD Turion II Neo K625 Dual-Core,565,0.34731827262948%,915
5154,Intel Atom Z3530 @ 1.33GHz,565,0.34731827262948%,4801
5155,ap201,565,0.34731827262948%,5590
5156,AMD Athlon X2 Dual Core 6850e,564,0.34670355002305%,351
5157,ARM Cortex-A72 4 Core 1700 MHz,564,0.34670355002305%,5111
5158,AMD Sempron Dual Core 2200,563,0.34608882741663%,861
5159,QTI QM215,563,0.34608882741663%,6245
5160,Intel Celeron 867 @ 1.30GHz,562,0.3454741048102%,1123
5161,ARM Cortex-A53 4 Core 1704 MHz,562,0.3454741048102%,4897
5162,AMD Sempron 2650 APU,561,0.34485938220378%,849
5163,AMD Turion Dual-Core RM-70,561,0.34485938220378%,906
5164,Rockchip RK3328 box liantong avb,561,0.34485938220378%,4758
5165,Intel Celeron U3600 @ 1.20GHz,560,0.34424465959736%,1251
5166,"Qualcomm Technologies, Inc MSM8929",560,0.34424465959736%,4159
5167,AMD Athlon Dual Core 4050e,559,0.34362993699093%,239
5168,sun50iw1p1,559,0.34362993699093%,5737
5169,Intel Atom Z3735E @ 1.33GHz,557,0.34240049177809%,1030
5170,ARM Cortex-A53 4 Core 1800 MHz,557,0.34240049177809%,4021
5171,Intel Pentium T2390 @ 1.86GHz,556,0.34178576917166%,2190
5172,AMD Sempron Dual Core 2300,555,0.34117104656524%,862
5173,AMD Athlon 64 X2 QL-62,553,0.33994160135239%,227
5174,Intel Celeron N2830 @ 2.16GHz,552,0.33932687874597%,1226
5175,ARM Cortex-A72 4 Core 1600 MHz,552,0.33932687874597%,4818
5176,Intel Core2 Duo L7300 @ 1.40GHz,550,0.33809743353312%,1866
5177,MT6737H,550,0.33809743353312%,5464
5178,Intel Celeron @ 1.30GHz,548,0.33686798832027%,1128
5179,Intel T1500 @ 1.86GHz,548,0.33686798832027%,2202
5180,Qualcomm APQ8084,547,0.33625326571385%,3920
5181,ARM Cortex-A35 4 Core 2004 MHz,546,0.33563854310742%,6194
5182,MT6739CW,545,0.335023820501%,6237
5183,AMD E1-6010 APU,543,0.33379437528815%,426
5184,Spreadtrum SC9832E,543,0.33379437528815%,5196
5185,Intel Celeron M 540 @ 1.86GHz,542,0.33317965268173%,1214
5186,Intel Pentium T2330 @ 1.60GHz,542,0.33317965268173%,2188
5187,AMD Athlon XP-M,541,0.3325649300753%,401
5188,mt6762m,538,0.33072076225603%,4306
5189,MediaTek MT8168A,537,0.33010603964961%,3911
5190,AMD Turion 64 Mobile MT-40,536,0.32949131704318%,896
5191,AMD TurionX2 Dual Core Mobile RM-70,536,0.32949131704318%,941
5192,ARM Cortex-A55 8 Core 1500 MHz,536,0.32949131704318%,6525
5193,AMD Sempron LE-1600,535,0.32887659443676%,870
5194,Intel Core2 Duo T5450 @ 1.66GHz,535,0.32887659443676%,1897
5195,AMD Sempron Dual Core 2100,533,0.32764714922391%,860
5196,Intel Atom C2350 @ 1.74GHz,532,0.32703242661749%,4520
5197,AMD Athlon 64 X2 Dual Core 3400+,531,0.32641770401107%,201
5198,AMD Opteron 165,531,0.32641770401107%,536
5199,Intel Core2 Duo T5670 @ 1.80GHz,530,0.32580298140464%,1902
5200,MT6739CH,530,0.32580298140464%,4451
5201,Intel Core2 Duo SU9400 @ 1.40GHz,529,0.32518825879822%,1892
5202,MT6761V/WD,529,0.32518825879822%,4415
5203,Mediatek MT8765WA,529,0.32518825879822%,5565
5204,AMD Athlon II Neo K345 Dual-Core,527,0.32395881358537%,260
5205,MT8735A,527,0.32395881358537%,4702
5206,AMD Sempron 130,526,0.32334409097895%,836
5207,AMD Athlon 64 X2 Dual-Core TK-55,525,0.32272936837252%,224
5208,Intel Atom Z3735F @ 1.33GHz,524,0.3221146457661%,1031
5209,Intel Core2 Duo E6320 @ 1.86GHz,524,0.3221146457661%,1837
5210,MT6592,521,0.32027047794683%,4249
5211,Celeron Dual-Core T3100 @ 1.90GHz,519,0.31904103273398%,964
5212,Intel Celeron T1600 @ 1.66GHz,519,0.31904103273398%,1246
5213,AMD Athlon 64 FX-57,517,0.31781158752113%,193
5214,VIA Nano L3025@1600MHz,517,0.31781158752113%,2773
5215,MediaTek MT6735,517,0.31781158752113%,3863
5216,AMD G-T40N,516,0.31719686491471%,493
5217,Intel Core2 Duo L7400 @ 1.50GHz,516,0.31719686491471%,1867
5218,Intel T2050 @ 2.00GHz,516,0.31719686491471%,2203
5219,Intel Celeron N2808 @ 1.58GHz,515,0.31658214230828%,1222
5220,ARM Cortex-A17 4 Core 1800 MHz,515,0.31658214230828%,4428
5221,MT8167A,514,0.31596741970186%,4419
5222,Mobile AMD Athlon XP-M,512,0.31473797448901%,2678
5223,Amlogic,512,0.31473797448901%,3833
5224,Intel Atom Z3736F @ 1.33GHz,511,0.31412325188259%,1033
5225,sun50iw6,511,0.31412325188259%,5138
5226,Intel Core2 Duo T5500 @ 1.66GHz,510,0.31350852927616%,1899
5227,Intel Core2 Duo U7300 @ 1.30GHz,509,0.31289380666974%,1931
5228,ARM Cortex-A72 2 Core 1199 MHz,509,0.31289380666974%,6477
5229,Intel Pentium E2140 @ 1.60GHz,508,0.31227908406332%,2048
5230,Mobile AMD Athlon XP-M (LV),508,0.31227908406332%,2679
5231,Rockchip RK3288 (Flattened Device Tree),508,0.31227908406332%,3982
5232,Intel Celeron N3010 @ 1.04GHz,505,0.31043491624404%,1233
5233,Mobile AMD Athlon XP-M (LV) 3200+,505,0.31043491624404%,2685
5234,Generic DT based system,504,0.30982019363762%,4146
5235,ARM Cortex-A17 3 Core 0 MHz,503,0.3092054710312%,6585
5236,AMD Athlon 64 X2 Dual-Core TK-53,502,0.30859074842477%,223
5237,VIA Nano U3100 (1.6GHz Capable),501,0.30797602581835%,2779
5238,Intel Pentium T2370 @ 1.73GHz,500,0.30736130321193%,2189
5239,ARM Cortex-A53 4 Core 2016 MHz,500,0.30736130321193%,5477
5240,AMD Sempron 150,498,0.30613185799908%,839
5241,Intel Core Duo T2700 @ 2.33GHz,498,0.30613185799908%,1265
5242,Intel Pentium D 940 @ 3.20GHz,498,0.30613185799908%,2044
5243,MediaTek MT8163,498,0.30613185799908%,3908
5244,AMD Athlon MP 2800+,497,0.30551713539265%,331
5245,AMD Turion X2 Dual Core Mobile RM-70,497,0.30551713539265%,928
5246,Intel Atom D2701 @ 2.13GHz,497,0.30551713539265%,989
5247,Essgoo,497,0.30551713539265%,6241
5248,Intel Core2 Duo T5270 @ 1.40GHz,496,0.30490241278623%,1895
5249,Mobile AMD Athlon MP-M 2800+,496,0.30490241278623%,2676
5250,MT8735,495,0.30428769017981%,4094
5251,AMD Sempron 145,493,0.30305824496696%,838
5252,Intel Celeron E1200 @ 1.60GHz,492,0.30244352236053%,1144
5253,AMD Turion 64 X2 Mobile TL-58,491,0.30182879975411%,900
5254,Intel Xeon 3.06GHz,491,0.30182879975411%,2211
5255,AMD Sempron LE-250,490,0.30121407714769%,873
5256,AMD E2-2000 APU,488,0.29998463193484%,430
5257,Intel Atom Z3770D @ 1.49GHz,488,0.29998463193484%,1039
5258,AMD Athlon Neo X2 Dual Core L335,487,0.29936990932842%,335
5259,Mobile AMD Athlon XP-M 3200+,487,0.29936990932842%,2700
5260,Intel Celeron N2806 @ 1.60GHz,486,0.29875518672199%,1220
5261,PXA1908,486,0.29875518672199%,5977
5262,AMD Athlon 3100+,485,0.29814046411557%,167
5263,Intel Celeron G460 @ 1.80GHz,485,0.29814046411557%,1174
5264,Intel Core2 Duo U9300 @ 1.20GHz,485,0.29814046411557%,1935
5265,Intel Pentium M 756 @ 1.66GHz,484,0.29752574150914%,2166
5266,AMD Athlon 64 3100+,484,0.29752574150914%,3569
5267,MediaTek MT6762V/CN,484,0.29752574150914%,3879
5268,Intel Core2 Duo T5250 @ 1.50GHz,483,0.29691101890272%,1894
5269,Intel Atom D2700 @ 2.13GHz,481,0.29568157368987%,988
5270,Intel Celeron G465 @ 1.90GHz,480,0.29506685108345%,1175
5271,Intel Celeron N2815 @ 1.86GHz,480,0.29506685108345%,1224
5272,AMD G-T56N,479,0.29445212847702%,499
5273,AMD Sempron 140,479,0.29445212847702%,837
5274,Intel Xeon 3.20GHz,478,0.2938374058706%,2212
5275,Mobile Intel Pentium 4 3.46GHz,478,0.2938374058706%,2739
5276,AMD Athlon Neo X2 Dual Core L325,476,0.29260796065775%,334
5277,AMD Opteron 248,476,0.29260796065775%,564
5278,Intel Pentium SU4100 @ 1.30GHz,476,0.29260796065775%,2182
5279,Intel T1400 @ 1.73GHz,475,0.29199323805133%,2201
5280,Mobile AMD Athlon XP-M (LV) 2800+,475,0.29199323805133%,2684
5281,AMD E1-2200 APU,474,0.29137851544491%,424
5282,Intel Pentium D 830 @ 3.00GHz,474,0.29137851544491%,2042
5283,AMD Athlon QI-46,473,0.29076379283848%,337
5284,Intel Celeron U3400 @ 1.07GHz,473,0.29076379283848%,1249
5285,sc8830,473,0.29076379283848%,6175
5286,AMD TurionX2 Dual Core Mobile RM-72,471,0.28953434762563%,942
5287,Intel Pentium Extreme Edition 955 @ 3.46GHz,469,0.28830490241279%,2065
5288,Intel Core2 Duo L7100 @ 1.20GHz,467,0.28707545719994%,1864
5289,Intel Pentium T2310 @ 1.46GHz,467,0.28707545719994%,2187
5290,AMD Athlon 64 FX-59,465,0.28584601198709%,194
5291,AMD Athlon 64 X2 QL-60,465,0.28584601198709%,226
5292,AMD E-350D APU,465,0.28584601198709%,418
5293,Intel Celeron N2810 @ 2.00GHz,465,0.28584601198709%,1223
5294,Intel Pentium D 915 @ 2.80GHz,465,0.28584601198709%,2043
5295,AMD Athlon XP 2300+,464,0.28523128938067%,389
5296,Intel Celeron N2820 @ 2.13GHz,464,0.28523128938067%,1225
5297,ARM Cortex-A53 4 Core 1300 MHz,464,0.28523128938067%,5517
5298,AMD Athlon 64 X2 Dual Core TK-53,463,0.28461656677424%,219
5299,AMD Athlon 64 X2 Dual Core TK-55,463,0.28461656677424%,220
5300,ARM Cortex-A53 4 Core 1416 MHz,463,0.28461656677424%,6129
5301,AMD Athlon 2400+,462,0.28400184416782%,161
5302,ARM Cortex-A53 4 Core 1608 MHz,462,0.28400184416782%,5610
5303,Intel Atom E3827 @ 1.74GHz,460,0.28277239895497%,997
5304,Intel Celeron 847 @ 1.10GHz,459,0.28215767634855%,1120
5305,Intel Core2 Duo T5470 @ 1.60GHz,459,0.28215767634855%,1898
5306,SAMSUNG JF,459,0.28215767634855%,4003
5307,ARM Cortex-A53 4 Core 1392 MHz,459,0.28215767634855%,4468
5308,AMD Athlon 3200+,458,0.28154295374212%,168
5309,Unisoc SC9832e,458,0.28154295374212%,4075
5310,AMD Opteron 154,457,0.2809282311357%,535
5311,VIA Nano L1900@1400MHz,457,0.2809282311357%,2769
5312,AMD Athlon Neo X2 Dual Core 6850e,456,0.28031350852928%,333
5313,Intel Celeron N2807 @ 1.58GHz,456,0.28031350852928%,1221
5314,"Qualcomm Technologies, Inc QM215",455,0.27969878592285%,4016
5315,AMD Turion 64 X2 Mobile TL-56,453,0.27846934071%,899
5316,QCT APQ8064 DEB,453,0.27846934071%,4072
5317,AMD Opteron 254,451,0.27723989549716%,567
5318,Mobile AMD Athlon 64 3000+,450,0.27662517289073%,2668
5319,MT8167D,450,0.27662517289073%,4531
5320,Intel Core Duo T2600 @ 2.16GHz,449,0.27601045028431%,1264
5321,QCT APQ8064 FLO,449,0.27601045028431%,4109
5322,AMD Turion 64 X2 Mobile TL-50,448,0.27539572767789%,897
5323,ARM Cortex-A53 4 Core 1512 MHz,448,0.27539572767789%,4092
5324,AMD Athlon II Neo N36L Dual-Core,446,0.27416628246504%,261
5325,AMD A4-1200 APU,445,0.27355155985861%,45
5326,Intel Celeron SU2300 @ 1.20GHz,445,0.27355155985861%,1245
5327,AMD Athlon 2600+,444,0.27293683725219%,163
5328,Intel Celeron 925 @ 2.30GHz,444,0.27293683725219%,1127
5329,ARM Cortex-A55 4 Core 1416 MHz,443,0.27232211464577%,5532
5330,AMD G-T56E,442,0.27170739203934%,498
5331,Mobile AMD Athlon 64 2800+,440,0.27047794682649%,2667
5332,Mobile AMD Athlon XP-M 3100+,440,0.27047794682649%,2699
5333,Intel Pentium U5400 @ 1.20GHz,439,0.26986322422007%,2198
5334,"Qualcomm Technologies, Inc MSM8917",439,0.26986322422007%,3938
5335,AMD Athlon 64 FX-51,437,0.26863377900722%,190
5336,AMD Athlon MP 2400+,436,0.2680190564008%,330
5337,AMD E2-1800 APU,436,0.2680190564008%,429
5338,Intel T1200 @ 1.50GHz,435,0.26740433379438%,2200
5339,Intel Xeon 2.66GHz,435,0.26740433379438%,2208
5340,MT8161P,434,0.26678961118795%,4543
5341,Intel Atom D2560 @ 2.00GHz,433,0.26617488858153%,987
5342,Intel Celeron 450 @ 2.20GHz,433,0.26617488858153%,1108
5343,AMD A4-1250 APU,432,0.2655601659751%,46
5344,AMD Turion Neo X2 Dual Core L625,431,0.26494544336868%,926
5345,MT8127,431,0.26494544336868%,5428
5346,AMD Athlon LE-1640,430,0.26433072076226%,326
5347,AMD Opteron 142,428,0.26310127554941%,529
5348,AMD Opteron 152,428,0.26310127554941%,534
5349,"Qualcomm Technologies, Inc MSM8920",428,0.26310127554941%,3939
5350,Sony Mobile fusion3,428,0.26310127554941%,4005
5351,Intel Celeron G440 @ 1.60GHz,426,0.26187183033656%,1173
5352,Intel Xeon 3.00GHz,425,0.26125710773014%,2210
5353,MediaTek MT6737,425,0.26125710773014%,3864
5354,AMD E-450 APU,424,0.26064238512371%,419
5355,Qualcomm MSM8916,424,0.26064238512371%,4696
5356,AMD Athlon LE-1620,421,0.25879821730444%,325
5357,AMD Turion 64 Mobile MT-28,419,0.25756877209159%,891
5358,ARM Cortex-A53 4 Core 1296 MHz,417,0.25633932687875%,4032
5359,AMD Athlon LE-1660,416,0.25572460427232%,327
5360,AMD G-T48E,416,0.25572460427232%,496
5361,Intel Core2 Solo U3300 @ 1.20GHz,415,0.2551098816659%,1968
5362,Samsung GrandPrimePlus LTE LTN OPEN rev04 board ba,415,0.2551098816659%,4177
5363,ARM Cortex-A35 4 Core 0 MHz,413,0.25388043645305%,6309
5364,AMD Athlon 1640B,412,0.25326571384663%,155
5365,AMD Athlon 2100+,412,0.25326571384663%,159
5366,AMD Athlon LE-1600,412,0.25326571384663%,324
5367,AMD E-350,412,0.25326571384663%,416
5368,ARM Cortex-A53 4 Core 1199 MHz,410,0.25203626863378%,5250
5369,Intel Core2 Duo T5200 @ 1.60GHz,409,0.25142154602736%,1893
5370,VIA Nano U3300@1200MHz,409,0.25142154602736%,2780
5371,Intel Atom N2800 @ 1.86GHz,408,0.25080682342093%,1009
5372,Intel Core Duo T2500 @ 2.00GHz,408,0.25080682342093%,1263
5373,Intel Atom E3805 @ 1.33GHz,407,0.25019210081451%,4824
5374,MediaTek MT6739WA,406,0.24957737820808%,4023
5375,Intel Atom D2550 @ 1.86GHz,405,0.24896265560166%,986
5376,MT8735P,405,0.24896265560166%,4263
5377,AMD Athlon 64 FX-55,404,0.24834793299524%,192
5378,Intel Celeron D 365 @ 3.60GHz,404,0.24834793299524%,1141
5379,Intel Core Duo L2500 @ 1.83GHz,404,0.24834793299524%,1256
5380,Intel Core Duo T2450 @ 2.00GHz,404,0.24834793299524%,1262
5381,AMD K7,403,0.24773321038881%,511
5382,AMD-K7,403,0.24773321038881%,952
5383,Intel Xeon 3.60GHz,403,0.24773321038881%,2214
5384,MediaTek MT6739WW,403,0.24773321038881%,3866
5385,AMD Athlon XP2200+,401,0.24650376517596%,406
5386,AMD E-350 APU,401,0.24650376517596%,417
5387,AMD E1-2100 APU,401,0.24650376517596%,423
5388,AMD Sempron LE-1300,400,0.24588904256954%,869
5389,AMD Turion 64 Mobile ML-42,400,0.24588904256954%,889
5390,Intel Core i7-2630UM @ 1.60GHz,400,0.24588904256954%,1596
5391,AMD Geode NX 2400+,400,0.24588904256954%,3571
5392,ARM Cortex-A53 4 Core 1600 MHz,400,0.24588904256954%,4646
5393,ARM Cortex-A72 1 Core 0 MHz,400,0.24588904256954%,6398
5394,QCT APQ8064 MAKO,399,0.24527431996312%,3918
5395,ARM ARMv7 rev 4 (v7l) 4 Core 1400 MHz,399,0.24527431996312%,4719
5396,Mobile AMD Athlon 64 2700+,398,0.24465959735669%,2666
5397,AMD E1-1500 APU,397,0.24404487475027%,422
5398,Intel Atom D510 @ 1.66GHz,397,0.24404487475027%,992
5399,AMD Athlon 64 3500+,396,0.24343015214385%,183
5400,AMD Opteron 140,396,0.24343015214385%,528
5401,Intel Celeron 900 @ 2.20GHz,396,0.24343015214385%,1126
5402,hi6620oem,396,0.24343015214385%,6401
5403,AMD Athlon 64 3700+,394,0.242200706931%,185
5404,VIA Esther 2000MHz,394,0.242200706931%,2768
5405,MT6580,394,0.242200706931%,5930
5406,AMD Opteron 150,393,0.24158598432457%,533
5407,Intel Xeon 3.80GHz,393,0.24158598432457%,2216
5408,VIA Nano X2 U4025 @ 1.2 GHz,393,0.24158598432457%,2782
5409,ARM Krait 4 Core 0 MHz,393,0.24158598432457%,4749
5410,AMD Opteron 148,392,0.24097126171815%,532
5411,AMD Sempron 2100+,392,0.24097126171815%,841
5412,Intel Celeron 807 @ 1.50GHz,392,0.24097126171815%,1117
5413,UNIVERSAL3470,391,0.24035653911173%,5931
5414,Rockchip RK3399 Generic Board edp (Android),391,0.24035653911173%,5956
5415,AMD Athlon 2000+,390,0.2397418165053%,157
5416,QCT APQ8064 MTP,389,0.23912709389888%,4987
